product_id,product_name,category,unit_cost_gbp,case_size,active_flag,primary_supplier_id
SKU0784,Beverages Product 0784,Beverages,4.47,12,Y,SUP029
SKU0785,Personal Care Product 0785,Personal Care,4.94,12,Y,SUP041
SKU0786,Chilled Product 0786,Chilled,4.82,8,Y,SUP051
SKU0787,Household Product 0787,Household,5.12,12,Y,SUP034
SKU0788,Chilled Product 0788,Chilled,15.1,12,Y,SUP046
SKU0789,Household Product 0789,Household,11.12,24,Y,SUP035
SKU0790,Beverages Product 0790,Beverages,22.45,12,Y,SUP027
SKU0791,Ambient Food Product 0791,Ambient Food,32.26,1,Y,SUP010
SKU0792,Frozen Product 0792,Frozen,3.78,12,Y,SUP013
SKU0793,Chilled Product 0793,Chilled,7.74,6,Y,SUP026
SKU0794,Ambient Food Product 0794,Ambient Food,3.44,6,Y,SUP003
SKU0795,Ambient Food Product 0795,Ambient Food,4.46,8,Y,SUP019
SKU0796,Chilled Product 0796,Chilled,4.91,12,Y,SUP028
SKU0797,Ambient Food Product 0797,Ambient Food,3.72,6,Y,SUP029
SKU0798,Ambient Food Product 0798,Ambient Food,3.73,6,Y,SUP049
SKU0799,Household Product 0799,Household,6.73,1,Y,SUP059
SKU0800,Beverages Product 0800,Beverages,3.35,24,Y,SUP044
SKU0801,Household Product 0801,Household,12.77,12,Y,SUP005
SKU0802,Chilled Product 0802,Chilled,4.07,1,Y,SUP025
SKU0803,Personal Care Product 0803,Personal Care,45.89,1,Y,SUP044
SKU0804,Beverages Product 0804,Beverages,5.51,12,Y,SUP036
SKU0805,Ambient Food Product 0805,Ambient Food,7.74,8,Y,SUP028
SKU0806,Ambient Food Product 0806,Ambient Food,3.18,12,Y,SUP027
SKU0807,Beverages Product 0807,Beverages,22.4,10,Y,SUP025
SKU0808,Ambient Food Product 0808,Ambient Food,15.3,24,Y,SUP035
SKU0809,Frozen Product 0809,Frozen,8.96,8,Y,SUP011
SKU0810,Personal Care Product 0810,Personal Care,3.08,12,Y,SUP032
SKU0811,Ambient Food Product 0811,Ambient Food,8.47,1,Y,SUP013
SKU0812,Ambient Food Product 0812,Ambient Food,3.56,24,Y,SUP041
SKU0813,Personal Care Product 0813,Personal Care,19.12,24,Y,SUP052
SKU0814,Beverages Product 0814,Beverages,12.5,12,Y,SUP031
SKU0815,Ambient Food Product 0815,Ambient Food,7.86,10,Y,SUP024
SKU0816,Personal Care Product 0816,Personal Care,1.52,6,Y,SUP057
SKU0817,Personal Care Product 0817,Personal Care,3.9,24,Y,SUP040
SKU0818,Beverages Product 0818,Beverages,11.55,12,Y,SUP026
SKU0819,Beverages Product 0819,Beverages,16.25,6,Y,SUP002
SKU0820,Chilled Product 0820,Chilled,15.19,10,Y,SUP001
SKU0821,Ambient Food Product 0821,Ambient Food,2.63,10,Y,SUP014
SKU0822,Beverages Product 0822,Beverages,8.99,24,Y,SUP015
SKU0823,Chilled Product 0823,Chilled,14.3,12,Y,SUP044
SKU0824,Beverages Product 0824,Beverages,2.51,12,Y,SUP031
SKU0825,Household Product 0825,Household,7.35,12,Y,SUP060
SKU0826,Ambient Food Product 0826,Ambient Food,8.83,8,Y,SUP033
SKU0827,Beverages Product 0827,Beverages,6.08,8,Y,SUP055
SKU0828,Ambient Food Product 0828,Ambient Food,2.22,1,Y,SUP034
SKU0829,Household Product 0829,Household,5.98,12,Y,SUP022
SKU0830,Chilled Product 0830,Chilled,5.97,10,Y,SUP043
SKU0831,Beverages Product 0831,Beverages,6.71,10,Y,SUP027
SKU0832,Beverages Product 0832,Beverages,5.12,6,Y,SUP017
SKU0833,Chilled Product 0833,Chilled,5.54,6,Y,SUP029
SKU0834,Beverages Product 0834,Beverages,7.2,12,Y,SUP040
SKU0835,Household Product 0835,Household,9.85,6,Y,SUP023
SKU0836,Beverages Product 0836,Beverages,6.06,1,Y,SUP043
SKU0837,Household Product 0837,Household,5.66,12,Y,SUP059
SKU0838,Personal Care Product 0838,Personal Care,7.85,8,Y,SUP025
SKU0839,Frozen Product 0839,Frozen,2.12,10,Y,SUP018
SKU0840,Frozen Product 0840,Frozen,10.08,10,Y,SUP025
SKU0841,Ambient Food Product 0841,Ambient Food,7.39,24,Y,SUP051
SKU0842,Household Product 0842,Household,7.58,8,Y,SUP011
SKU0843,Frozen Product 0843,Frozen,13.8,12,Y,SUP059
SKU0844,Chilled Product 0844,Chilled,2.08,24,Y,SUP025
SKU0845,Ambient Food Product 0845,Ambient Food,2.05,12,Y,SUP051
SKU0846,Personal Care Product 0846,Personal Care,8.83,10,Y,SUP048
SKU0847,Chilled Product 0847,Chilled,7.35,12,Y,SUP048
SKU0848,Beverages Product 0848,Beverages,8.25,10,Y,SUP055
SKU0849,Ambient Food Product 0849,Ambient Food,5.47,10,Y,SUP012
SKU0850,Personal Care Product 0850,Personal Care,11.38,12,Y,SUP036
SKU0851,Ambient Food Product 0851,Ambient Food,13.55,8,Y,SUP006
SKU0852,Ambient Food Product 0852,Ambient Food,10.12,6,Y,SUP018
SKU0853,Household Product 0853,Household,6.24,10,Y,SUP003
SKU0854,Personal Care Product 0854,Personal Care,1.88,6,Y,SUP041
SKU0855,Ambient Food Product 0855,Ambient Food,12.18,10,Y,SUP037
SKU0856,Frozen Product 0856,Frozen,16.35,12,Y,SUP045
SKU0857,Household Product 0857,Household,11.23,24,Y,SUP011
SKU0858,Household Product 0858,Household,4.17,1,Y,SUP020
SKU0859,Chilled Product 0859,Chilled,11.45,12,Y,SUP041
SKU0860,Frozen Product 0860,Frozen,12.93,10,Y,SUP050
SKU0861,Household Product 0861,Household,20.35,1,Y,SUP054
SKU0862,Household Product 0862,Household,4.18,6,Y,SUP005
SKU0863,Household Product 0863,Household,6.38,6,N,SUP025
SKU0864,Beverages Product 0864,Beverages,12.01,6,Y,SUP001
SKU0865,Ambient Food Product 0865,Ambient Food,7.67,8,Y,SUP050
SKU0866,Personal Care Product 0866,Personal Care,3.57,10,Y,SUP008
SKU0867,Household Product 0867,Household,9.67,12,Y,SUP050
SKU0868,Household Product 0868,Household,10.76,1,Y,SUP010
SKU0869,Ambient Food Product 0869,Ambient Food,7.82,6,Y,SUP001
SKU0870,Ambient Food Product 0870,Ambient Food,8.52,6,Y,SUP053
SKU0871,Household Product 0871,Household,6.25,12,Y,SUP027
SKU0872,Ambient Food Product 0872,Ambient Food,19.31,8,Y,SUP026
SKU0873,Personal Care Product 0873,Personal Care,4.11,12,N,SUP039
SKU0874,Chilled Product 0874,Chilled,5.04,6,Y,SUP017
SKU0875,Household Product 0875,Household,7.44,1,N,SUP042
SKU0876,Personal Care Product 0876,Personal Care,13.08,24,Y,SUP026
SKU0877,Chilled Product 0877,Chilled,2.79,6,Y,SUP017
SKU0878,Chilled Product 0878,Chilled,3.15,6,Y,SUP024
SKU0879,Beverages Product 0879,Beverages,1.96,6,Y,SUP001
SKU0880,Beverages Product 0880,Beverages,7.55,24,Y,SUP019
SKU0881,Chilled Product 0881,Chilled,3.57,12,Y,SUP036
SKU0882,Beverages Product 0882,Beverages,5.75,12,Y,SUP009
SKU0883,Personal Care Product 0883,Personal Care,11.36,24,Y,SUP008
SKU0884,Frozen Product 0884,Frozen,4.87,6,Y,SUP040
SKU0885,Ambient Food Product 0885,Ambient Food,8.59,24,Y,SUP026
SKU0886,Chilled Product 0886,Chilled,6.08,6,Y,SUP009
SKU0887,Chilled Product 0887,Chilled,11.44,12,Y,SUP045
SKU0888,Ambient Food Product 0888,Ambient Food,10.06,10,Y,SUP047
SKU0889,Ambient Food Product 0889,Ambient Food,4.71,10,Y,SUP003
SKU0890,Beverages Product 0890,Beverages,6.62,24,Y,SUP013
SKU0891,Chilled Product 0891,Chilled,14.56,6,Y,SUP023
SKU0892,Personal Care Product 0892,Personal Care,9.54,24,Y,SUP044
SKU0893,Ambient Food Product 0893,Ambient Food,2.98,8,Y,SUP005
SKU0894,Ambient Food Product 0894,Ambient Food,11.32,12,Y,SUP049
SKU0895,Household Product 0895,Household,3.65,24,Y,SUP020
SKU0896,Personal Care Product 0896,Personal Care,18.51,1,Y,SUP008
SKU0897,Chilled Product 0897,Chilled,14.38,24,Y,SUP052
SKU0898,Ambient Food Product 0898,Ambient Food,8.92,12,Y,SUP006
SKU0899,Ambient Food Product 0899,Ambient Food,8.18,12,Y,SUP008
SKU0900,Frozen Product 0900,Frozen,6.45,6,Y,SUP057
SKU0901,Frozen Product 0901,Frozen,11.48,12,Y,SUP032
SKU0902,Chilled Product 0902,Chilled,5.81,12,Y,SUP028
SKU0903,Ambient Food Product 0903,Ambient Food,8.61,10,Y,SUP042
SKU0904,Frozen Product 0904,Frozen,13.02,6,Y,SUP038
SKU0905,Personal Care Product 0905,Personal Care,5.13,6,Y,SUP037
SKU0906,Beverages Product 0906,Beverages,4.95,24,Y,SUP002
SKU0907,Frozen Product 0907,Frozen,3.4,1,Y,SUP034
SKU0908,Ambient Food Product 0908,Ambient Food,3.7,12,Y,SUP017
SKU0909,Chilled Product 0909,Chilled,2.25,24,Y,SUP049
SKU0910,Chilled Product 0910,Chilled,11.87,1,Y,SUP031
SKU0911,Household Product 0911,Household,23.95,6,Y,SUP008
SKU0912,Household Product 0912,Household,18.66,12,Y,SUP054
SKU0913,Personal Care Product 0913,Personal Care,2.57,1,Y,SUP018
SKU0914,Personal Care Product 0914,Personal Care,11.84,12,Y,SUP017
SKU0915,Personal Care Product 0915,Personal Care,18.62,12,Y,SUP057
SKU0916,Personal Care Product 0916,Personal Care,5.49,12,Y,SUP047
SKU0917,Ambient Food Product 0917,Ambient Food,7.89,8,Y,SUP052
SKU0918,Ambient Food Product 0918,Ambient Food,2.0,12,Y,SUP040
SKU0919,Chilled Product 0919,Chilled,8.79,12,Y,SUP055
SKU0920,Beverages Product 0920,Beverages,3.7,6,Y,SUP007
SKU0921,Ambient Food Product 0921,Ambient Food,8.41,12,Y,SUP036
SKU0922,Household Product 0922,Household,2.68,24,Y,SUP018
SKU0923,Beverages Product 0923,Beverages,10.52,12,Y,SUP024
SKU0924,Beverages Product 0924,Beverages,14.38,10,Y,SUP015
SKU0925,Ambient Food Product 0925,Ambient Food,4.44,8,Y,SUP013
SKU0926,Chilled Product 0926,Chilled,3.53,6,Y,SUP027
SKU0927,Ambient Food Product 0927,Ambient Food,1.82,6,Y,SUP056
SKU0928,Household Product 0928,Household,6.21,1,Y,SUP039
SKU0929,Beverages Product 0929,Beverages,5.06,24,Y,SUP021
SKU0930,Household Product 0930,Household,2.7,6,Y,SUP027
SKU0931,Chilled Product 0931,Chilled,9.92,24,Y,SUP032
SKU0932,Chilled Product 0932,Chilled,5.52,6,Y,SUP015
SKU0933,Chilled Product 0933,Chilled,3.67,8,Y,SUP032
SKU0934,Household Product 0934,Household,5.15,10,Y,SUP042
SKU0935,Household Product 0935,Household,14.83,8,Y,SUP015
SKU0936,Ambient Food Product 0936,Ambient Food,10.93,12,Y,SUP036
SKU0937,Personal Care Product 0937,Personal Care,6.79,24,Y,SUP043
SKU0938,Ambient Food Product 0938,Ambient Food,11.05,24,Y,SUP032
SKU0939,Personal Care Product 0939,Personal Care,3.47,6,Y,SUP018
SKU0940,Ambient Food Product 0940,Ambient Food,7.55,12,Y,SUP034
SKU0941,Chilled Product 0941,Chilled,8.13,6,Y,SUP048
SKU0942,Household Product 0942,Household,5.44,24,Y,SUP014
SKU0943,Ambient Food Product 0943,Ambient Food,9.81,12,Y,SUP035
SKU0944,Frozen Product 0944,Frozen,4.45,8,Y,SUP041
SKU0945,Frozen Product 0945,Frozen,10.29,6,N,SUP020
SKU0946,Ambient Food Product 0946,Ambient Food,10.58,1,Y,SUP024
SKU0947,Household Product 0947,Household,1.11,6,Y,SUP054
SKU0948,Household Product 0948,Household,16.02,24,Y,SUP022
SKU0949,Household Product 0949,Household,1.02,12,Y,SUP036
SKU0950,Chilled Product 0950,Chilled,4.95,24,Y,SUP009
SKU0951,Beverages Product 0951,Beverages,14.39,6,Y,SUP056
SKU0952,Ambient Food Product 0952,Ambient Food,6.01,12,Y,SUP036
SKU0953,Ambient Food Product 0953,Ambient Food,2.85,6,Y,SUP046
SKU0954,Ambient Food Product 0954,Ambient Food,3.63,12,Y,SUP037
SKU0955,Personal Care Product 0955,Personal Care,14.4,8,Y,SUP022
SKU0956,Personal Care Product 0956,Personal Care,2.12,8,Y,SUP021
SKU0957,Household Product 0957,Household,15.39,12,Y,SUP043
SKU0958,Frozen Product 0958,Frozen,7.13,6,Y,SUP052
SKU0959,Frozen Product 0959,Frozen,3.4,10,Y,SUP008
SKU0960,Frozen Product 0960,Frozen,5.06,12,Y,SUP051
SKU0961,Beverages Product 0961,Beverages,3.81,6,Y,SUP050
SKU0962,Frozen Product 0962,Frozen,12.98,24,Y,SUP007
SKU0963,Ambient Food Product 0963,Ambient Food,11.89,12,Y,SUP007
SKU0964,Ambient Food Product 0964,Ambient Food,2.42,24,Y,SUP042
SKU0965,Personal Care Product 0965,Personal Care,5.68,12,Y,SUP051
SKU0966,Frozen Product 0966,Frozen,4.22,12,Y,SUP024
SKU0967,Personal Care Product 0967,Personal Care,17.13,12,Y,SUP039
SKU0968,Ambient Food Product 0968,Ambient Food,3.07,24,Y,SUP060
SKU0969,Beverages Product 0969,Beverages,20.96,12,Y,SUP020
SKU0970,Ambient Food Product 0970,Ambient Food,7.23,8,Y,SUP014
SKU0971,Chilled Product 0971,Chilled,3.47,6,Y,SUP060
SKU0972,Ambient Food Product 0972,Ambient Food,4.76,12,Y,SUP017
SKU0973,Ambient Food Product 0973,Ambient Food,4.39,1,Y,SUP029
SKU0974,Personal Care Product 0974,Personal Care,3.23,6,Y,SUP027
SKU0975,Chilled Product 0975,Chilled,7.86,1,Y,SUP032
SKU0976,Beverages Product 0976,Beverages,3.33,12,Y,SUP017
SKU0977,Frozen Product 0977,Frozen,1.79,6,N,SUP041
SKU0978,Chilled Product 0978,Chilled,5.77,12,N,SUP042
SKU0979,Beverages Product 0979,Beverages,2.29,12,N,SUP013
SKU0980,Ambient Food Product 0980,Ambient Food,4.53,24,Y,SUP029
SKU0981,Personal Care Product 0981,Personal Care,4.09,8,Y,SUP004
SKU0982,Household Product 0982,Household,4.19,12,Y,SUP014
SKU0983,Household Product 0983,Household,27.13,12,Y,SUP060
SKU0984,Frozen Product 0984,Frozen,7.67,10,Y,SUP031
SKU0985,Ambient Food Product 0985,Ambient Food,8.67,12,Y,SUP038
SKU0986,Personal Care Product 0986,Personal Care,2.33,6,Y,SUP054
SKU0987,Chilled Product 0987,Chilled,4.83,24,Y,SUP043
SKU0988,Ambient Food Product 0988,Ambient Food,8.5,6,Y,SUP048
SKU0989,Chilled Product 0989,Chilled,3.8,24,Y,SUP043
SKU0990,Household Product 0990,Household,13.33,12,Y,SUP030
SKU0991,Beverages Product 0991,Beverages,3.38,6,Y,SUP038
SKU0992,Household Product 0992,Household,6.13,12,Y,SUP018
SKU0993,Household Product 0993,Household,5.05,6,Y,SUP054
SKU0994,Ambient Food Product 0994,Ambient Food,8.22,12,Y,SUP011
SKU0995,Personal Care Product 0995,Personal Care,4.87,12,Y,SUP054
SKU0996,Frozen Product 0996,Frozen,6.2,6,Y,SUP053
SKU0997,Beverages Product 0997,Beverages,6.34,1,Y,SUP009
SKU0998,Ambient Food Product 0998,Ambient Food,4.58,12,Y,SUP043
SKU0999,Personal Care Product 0999,Personal Care,10.13,8,Y,SUP060
SKU1000,Chilled Product 1000,Chilled,8.63,24,Y,SUP035
