product_id,warehouse_id,safety_stock_days,reorder_point_units,target_stock_units
SKU0736,WH02,14,77,121
SKU0737,WH02,10,269,465
SKU0738,WH02,14,137,217
SKU0739,WH02,5,53,50
SKU0740,WH02,7,151,289
SKU0741,WH02,10,152,264
SKU0742,WH02,7,82,156
SKU0743,WH02,7,97,186
SKU0744,WH02,7,53,101
SKU0745,WH02,14,274,433
SKU0746,WH02,5,81,169
SKU0747,WH02,14,184,291
SKU0748,WH02,7,138,265
SKU0749,WH02,7,36,68
SKU0750,WH02,7,45,86
SKU0751,WH02,5,12,24
SKU0752,WH02,14,263,416
SKU0753,WH02,14,54,84
SKU0754,WH02,14,179,282
SKU0755,WH02,14,221,349
SKU0756,WH02,10,215,373
SKU0757,WH02,7,34,65
SKU0758,WH02,10,118,205
SKU0759,WH02,3,300,712
SKU0760,WH02,10,585,1013
SKU0761,WH02,7,243,466
SKU0762,WH02,10,170,294
SKU0763,WH02,7,41,78
SKU0764,WH02,7,191,366
SKU0765,WH02,3,58,138
SKU0766,WH02,7,166,318
SKU0767,WH02,7,57,109
SKU0768,WH02,5,72,150
SKU0769,WH02,5,97,203
SKU0770,WH02,7,125,239
SKU0771,WH02,7,156,299
SKU0772,WH02,10,75,129
SKU0773,WH02,5,25,53
SKU0774,WH02,7,432,827
SKU0775,WH02,5,783,1643
SKU0776,WH02,7,150,287
SKU0777,WH02,7,31,59
SKU0778,WH02,7,50,96
SKU0779,WH02,7,158,303
SKU0780,WH02,7,334,641
SKU0781,WH02,5,28,59
SKU0782,WH02,7,90,172
SKU0783,WH02,7,120,229
SKU0784,WH02,10,272,472
SKU0785,WH02,7,74,141
SKU0786,WH02,10,31,53
SKU0787,WH02,7,175,335
SKU0788,WH02,5,230,482
SKU0789,WH02,5,78,163
SKU0790,WH02,3,96,228
SKU0791,WH02,7,66,125
SKU0792,WH02,10,59,102
SKU0793,WH02,10,315,546
SKU0794,WH02,7,142,272
SKU0795,WH02,5,130,272
SKU0796,WH02,10,483,837
SKU0797,WH02,3,26,62
SKU0798,WH02,7,61,117
SKU0799,WH02,10,144,250
SKU0800,WH02,7,61,116
SKU0801,WH02,5,169,354
SKU0802,WH02,5,71,148
SKU0803,WH02,7,41,79
SKU0804,WH02,5,89,186
SKU0805,WH02,10,146,253
SKU0806,WH02,7,232,444
SKU0807,WH02,7,143,273
SKU0808,WH02,5,127,265
SKU0809,WH02,10,167,289
SKU0810,WH02,7,85,162
SKU0811,WH02,10,66,114
SKU0812,WH02,7,130,249
SKU0813,WH02,5,62,130
SKU0814,WH02,7,458,877
SKU0815,WH02,7,335,641
SKU0816,WH02,7,177,339
SKU0817,WH02,10,176,305
SKU0818,WH02,14,147,231
SKU0819,WH02,10,41,70
SKU0820,WH02,7,83,158
SKU0821,WH02,7,110,210
SKU0822,WH02,7,123,236
SKU0823,WH02,5,128,267
SKU0824,WH02,10,287,496
SKU0825,WH02,10,67,117
SKU0826,WH02,5,46,95
SKU0827,WH02,14,584,922
SKU0828,WH02,10,250,434
SKU0829,WH02,7,71,135
SKU0830,WH02,14,144,227
SKU0831,WH02,5,76,160
SKU0832,WH02,3,69,163
SKU0833,WH02,7,153,293
SKU0834,WH02,7,978,1875
SKU0835,WH02,7,119,228
SKU0836,WH02,14,288,454
SKU0837,WH02,5,19,39
SKU0838,WH02,5,54,113
SKU0839,WH02,7,302,579
SKU0840,WH02,3,96,228
SKU0841,WH02,10,3,5
SKU0842,WH02,7,184,352
SKU0843,WH02,14,889,1404
SKU0844,WH02,10,21,36
SKU0845,WH02,3,262,621
SKU0846,WH02,5,7,15
SKU0847,WH02,5,194,407
SKU0848,WH02,14,157,248
SKU0849,WH02,10,16,27
SKU0850,WH02,7,150,287
SKU0851,WH02,5,235,493
SKU0852,WH02,10,174,301
SKU0853,WH02,5,141,296
SKU0854,WH02,10,87,150
SKU0855,WH02,10,24,41
SKU0856,WH02,5,156,326
SKU0857,WH02,7,483,925
SKU0858,WH02,5,231,484
SKU0859,WH02,7,17,32
SKU0860,WH02,14,41,64
SKU0861,WH02,10,59,102
SKU0862,WH02,10,30,52
SKU0863,WH02,7,104,200
SKU0864,WH02,5,119,250
SKU0865,WH02,10,35,60
SKU0866,WH02,7,202,386
SKU0867,WH02,5,143,301
SKU0868,WH02,7,61,117
SKU0869,WH02,7,86,164
SKU0870,WH02,10,22,38
SKU0871,WH02,5,62,130
SKU0872,WH02,10,126,218
SKU0873,WH02,7,117,223
SKU0874,WH02,5,118,246
SKU0875,WH02,5,104,218
SKU0876,WH02,10,99,171
SKU0877,WH02,7,130,248
SKU0878,WH02,7,247,472
SKU0879,WH02,5,77,161
SKU0880,WH02,10,167,289
SKU0881,WH02,10,106,184
SKU0882,WH02,7,56,107
SKU0883,WH02,14,254,400
SKU0884,WH02,3,41,96
SKU0885,WH02,5,118,248
SKU0886,WH02,7,103,197
SKU0887,WH02,10,95,165
SKU0888,WH02,5,62,131
SKU0889,WH02,7,64,122
SKU0890,WH02,7,23,44
SKU0891,WH02,7,141,271
SKU0892,WH02,10,154,267
SKU0893,WH02,14,340,537
SKU0894,WH02,7,62,119
SKU0895,WH02,7,550,1055
SKU0896,WH02,7,71,137
SKU0897,WH02,7,46,88
SKU0898,WH02,5,35,72
SKU0899,WH02,14,34,53
SKU0900,WH02,5,331,695
SKU0901,WH02,10,429,744
SKU0902,WH02,5,143,301
SKU0903,WH02,10,56,97
SKU0904,WH02,5,425,893
SKU0905,WH02,14,116,182
SKU0906,WH02,10,99,170
SKU0907,WH02,5,304,638
SKU0908,WH02,10,226,392
SKU0909,WH02,7,725,1388
SKU0910,WH02,7,125,240
SKU0911,WH02,5,59,123
SKU0912,WH02,10,72,125
SKU0913,WH02,10,24,42
SKU0914,WH02,7,78,149
SKU0915,WH02,10,350,607
SKU0916,WH02,5,143,300
SKU0917,WH02,3,68,162
SKU0918,WH02,7,41,79
SKU0919,WH02,5,103,215
SKU0920,WH02,5,208,435
SKU0921,WH02,7,148,283
SKU0922,WH02,5,97,204
SKU0923,WH02,5,41,86
SKU0924,WH02,10,273,473
SKU0925,WH02,7,6,12
SKU0926,WH02,10,177,306
SKU0927,WH02,7,1010,1936
SKU0928,WH02,7,26,50
SKU0929,WH02,5,67,141
SKU0930,WH02,10,124,215
SKU0931,WH02,5,55,116
SKU0932,WH02,5,212,445
SKU0933,WH02,10,192,332
SKU0934,WH02,10,144,249
SKU0935,WH02,7,205,393
SKU0936,WH02,3,68,161
SKU0937,WH02,5,1457,3058
SKU0938,WH02,7,115,220
SKU0939,WH02,10,149,258
SKU0940,WH02,7,22,42
SKU0941,WH02,3,41,97
SKU0942,WH02,5,234,491
SKU0943,WH02,7,31,58
SKU0944,WH02,10,18,32
SKU0945,WH02,3,69,163
SKU0946,WH02,3,229,544
SKU0947,WH02,5,87,182
SKU0948,WH02,5,62,130
SKU0949,WH02,7,19,36
SKU0950,WH02,5,126,263
SKU0951,WH02,7,182,348
SKU0952,WH02,10,26,44
SKU0953,WH02,14,440,694
SKU0954,WH02,14,316,498
SKU0955,WH02,5,231,485
SKU0956,WH02,3,113,268
SKU0957,WH02,7,180,345
SKU0958,WH02,10,200,346
SKU0959,WH02,3,146,346
SKU0960,WH02,7,20,38
SKU0961,WH02,5,22,46
SKU0962,WH02,5,43,91
SKU0963,WH02,10,112,193
SKU0964,WH02,10,178,307
SKU0965,WH02,7,134,257
SKU0966,WH02,14,433,683
SKU0967,WH02,5,235,492
SKU0968,WH02,5,38,80
SKU0969,WH02,7,124,238
SKU0970,WH02,10,59,101
SKU0971,WH02,7,85,162
SKU0972,WH02,3,89,212
SKU0973,WH02,14,8,12
SKU0974,WH02,7,875,1677
SKU0975,WH02,7,167,319
SKU0976,WH02,7,59,112
SKU0977,WH02,14,897,1416
SKU0978,WH02,10,92,159
SKU0979,WH02,14,179,282
SKU0980,WH02,5,54,113
SKU0981,WH02,7,442,847
SKU0982,WH02,10,114,197
SKU0983,WH02,7,115,220
SKU0984,WH02,7,296,566
SKU0985,WH02,14,268,423
SKU0986,WH02,5,80,167
SKU0987,WH02,7,272,521
SKU0988,WH02,10,1227,2126
SKU0989,WH02,14,211,333
SKU0990,WH02,14,176,278
SKU0991,WH02,10,146,253
SKU0992,WH02,3,217,515
SKU0993,WH02,14,93,146
SKU0994,WH02,7,78,150
SKU0995,WH02,10,32,55
SKU0996,WH02,7,35,66
SKU0997,WH02,10,79,136
SKU0998,WH02,7,95,183
SKU0999,WH02,10,614,1064
SKU1000,WH02,5,135,284
SKU0001,WH03,7,102,196
SKU0002,WH03,3,400,950
SKU0003,WH03,10,213,368
SKU0004,WH03,5,18,38
SKU0005,WH03,7,7,12
SKU0006,WH03,3,131,309
SKU0007,WH03,5,78,162
SKU0008,WH03,7,282,540
SKU0009,WH03,7,46,88
SKU0010,WH03,5,116,242
SKU0011,WH03,5,180,378
SKU0012,WH03,5,57,118
SKU0013,WH03,7,69,132
SKU0014,WH03,5,86,181
SKU0015,WH03,7,165,315
SKU0016,WH03,10,125,216
SKU0017,WH03,7,243,465
SKU0018,WH03,7,67,128
SKU0019,WH03,5,26,54
SKU0020,WH03,14,947,1494
SKU0021,WH03,7,59,113
SKU0022,WH03,5,51,106
SKU0023,WH03,14,151,238
SKU0024,WH03,10,134,233
SKU0025,WH03,7,72,137
SKU0026,WH03,10,125,216
SKU0027,WH03,3,65,155
SKU0028,WH03,10,148,256
SKU0029,WH03,10,16,27
SKU0030,WH03,7,549,1051
SKU0031,WH03,5,74,155
SKU0032,WH03,5,142,298
SKU0033,WH03,14,47,73
SKU0034,WH03,5,55,116
SKU0035,WH03,5,46,97
SKU0036,WH03,10,474,821
SKU0037,WH03,10,75,129
SKU0038,WH03,5,167,350
SKU0039,WH03,10,71,122
SKU0040,WH03,7,68,129
SKU0041,WH03,10,102,176
SKU0042,WH03,5,267,561
SKU0043,WH03,3,13,30
SKU0044,WH03,7,31,60
SKU0045,WH03,5,15,31
SKU0046,WH03,7,38,73
SKU0047,WH03,3,33,77
SKU0048,WH03,10,30,52
SKU0049,WH03,10,66,113
SKU0050,WH03,10,21,36
SKU0051,WH03,14,64,101
SKU0052,WH03,14,471,743
SKU0053,WH03,7,146,278
SKU0054,WH03,7,120,229
SKU0055,WH03,10,52,89
SKU0056,WH03,14,41,64
SKU0057,WH03,14,58,91
SKU0058,WH03,10,122,211
SKU0059,WH03,5,184,386
SKU0060,WH03,14,360,568
SKU0061,WH03,14,282,445
SKU0062,WH03,10,65,113
SKU0063,WH03,10,129,224
SKU0064,WH03,7,76,145
SKU0065,WH03,14,134,211
SKU0066,WH03,5,526,1104
SKU0067,WH03,10,26,45
SKU0068,WH03,3,55,130
SKU0069,WH03,7,301,576
SKU0070,WH03,5,23,48
SKU0071,WH03,7,57,109
SKU0072,WH03,5,53,110
SKU0073,WH03,14,131,207
SKU0074,WH03,7,24,46
SKU0075,WH03,10,216,374
SKU0076,WH03,5,154,322
SKU0077,WH03,3,107,253
SKU0078,WH03,10,58,100
SKU0079,WH03,10,137,237
SKU0080,WH03,7,45,87
SKU0081,WH03,10,94,162
SKU0082,WH03,10,876,1518
SKU0083,WH03,7,110,211
SKU0084,WH03,14,55,87
SKU0085,WH03,10,149,257
SKU0086,WH03,10,38,65
SKU0087,WH03,7,35,66
SKU0088,WH03,3,27,63
SKU0089,WH03,5,57,119
SKU0090,WH03,10,293,508
SKU0091,WH03,10,213,368
SKU0092,WH03,7,162,310
SKU0093,WH03,7,38,72
SKU0094,WH03,5,154,109
SKU0095,WH03,5,108,226
SKU0096,WH03,14,91,144
SKU0097,WH03,7,79,151
SKU0098,WH03,5,126,263
SKU0099,WH03,7,74,142
SKU0100,WH03,7,124,237
SKU0101,WH03,10,529,917
SKU0102,WH03,14,137,216
SKU0103,WH03,7,292,559
SKU0104,WH03,7,167,320
SKU0105,WH03,7,27,52
SKU0106,WH03,7,38,72
SKU0107,WH03,7,48,92
SKU0108,WH03,3,32,74
SKU0109,WH03,10,117,202
SKU0110,WH03,7,176,337
SKU0111,WH03,7,313,599
SKU0112,WH03,5,111,233
SKU0113,WH03,10,85,147
SKU0114,WH03,5,13,28
SKU0115,WH03,7,108,206
SKU0116,WH03,10,130,224
SKU0117,WH03,7,119,228
SKU0118,WH03,14,1063,1679
SKU0119,WH03,5,257,539
SKU0120,WH03,10,256,443
SKU0121,WH03,14,68,107
SKU0122,WH03,7,64,122
SKU0123,WH03,10,116,201
SKU0124,WH03,7,51,97
SKU0125,WH03,10,198,343
SKU0126,WH03,14,221,348
SKU0127,WH03,10,48,83
SKU0128,WH03,14,469,741
SKU0129,WH03,7,111,212
SKU0130,WH03,7,22,41
SKU0131,WH03,7,97,185
SKU0132,WH03,10,163,282
SKU0133,WH03,10,303,525
SKU0134,WH03,7,75,143
SKU0135,WH03,5,178,372
SKU0136,WH03,7,120,229
SKU0137,WH03,10,39,67
SKU0138,WH03,14,45,71
SKU0139,WH03,5,231,485
SKU0140,WH03,5,247,518
SKU0141,WH03,7,135,259
SKU0142,WH03,5,323,679
SKU0143,WH03,14,414,653
SKU0144,WH03,7,187,358
SKU0145,WH03,7,45,86
SKU0146,WH03,5,400,839
SKU0147,WH03,7,164,314
SKU0148,WH03,14,113,179
SKU0149,WH03,7,56,106
SKU0150,WH03,3,85,202
SKU0151,WH03,5,19,40
SKU0152,WH03,14,300,474
SKU0153,WH03,14,68,107
SKU0154,WH03,5,118,247
SKU0155,WH03,7,64,121
SKU0156,WH03,3,53,126
SKU0157,WH03,7,52,98
SKU0158,WH03,5,73,153
SKU0159,WH03,10,691,1197
SKU0160,WH03,14,556,877
SKU0161,WH03,5,116,243
SKU0162,WH03,7,99,189
SKU0163,WH03,5,180,378
SKU0164,WH03,7,279,535
SKU0165,WH03,3,32,76
SKU0166,WH03,5,79,165
SKU0167,WH03,14,31,49
SKU0168,WH03,3,185,439
SKU0169,WH03,10,809,1402
SKU0170,WH03,3,73,172
SKU0171,WH03,7,15,29
SKU0172,WH03,7,175,335
SKU0173,WH03,14,71,112
SKU0174,WH03,5,47,98
SKU0175,WH03,5,148,311
SKU0176,WH03,10,159,275
SKU0177,WH03,10,82,141
SKU0178,WH03,10,71,122
SKU0179,WH03,3,76,179
SKU0180,WH03,5,59,123
SKU0181,WH03,10,47,81
SKU0182,WH03,7,75,144
SKU0183,WH03,7,137,263
SKU0184,WH03,5,72,151
SKU0185,WH03,5,24,50
SKU0186,WH03,14,389,614
SKU0187,WH03,10,11,19
SKU0188,WH03,5,57,119
SKU0189,WH03,14,92,145
SKU0190,WH03,7,116,221
SKU0191,WH03,7,168,321
SKU0192,WH03,7,278,533
SKU0193,WH03,10,67,116
SKU0194,WH03,7,171,328
SKU0195,WH03,7,121,231
SKU0196,WH03,10,28,47
SKU0197,WH03,5,465,977
SKU0198,WH03,14,44,70
SKU0199,WH03,7,148,282
SKU0200,WH03,7,144,275
SKU0201,WH03,10,162,280
SKU0202,WH03,7,65,124
SKU0203,WH03,7,213,407
SKU0204,WH03,7,25,48
SKU0205,WH03,14,151,238
SKU0206,WH03,10,76,132
SKU0207,WH03,10,69,119
SKU0208,WH03,5,124,260
SKU0209,WH03,7,266,510
SKU0210,WH03,7,75,142
SKU0211,WH03,3,136,323
SKU0212,WH03,10,132,229
SKU0213,WH03,7,46,87
SKU0214,WH03,5,67,140
SKU0215,WH03,5,65,135
SKU0216,WH03,5,45,95
SKU0217,WH03,7,149,285
SKU0218,WH03,7,125,239
SKU0219,WH03,7,25,47
SKU0220,WH03,5,20,40
SKU0221,WH03,5,124,259
SKU0222,WH03,10,61,105
SKU0223,WH03,5,111,232
SKU0224,WH03,7,204,391
SKU0225,WH03,7,33,62
SKU0226,WH03,7,29,55
SKU0227,WH03,10,569,987
SKU0228,WH03,7,139,266
SKU0229,WH03,14,110,173
SKU0230,WH03,10,55,95
SKU0231,WH03,5,54,112
SKU0232,WH03,5,29,61
SKU0233,WH03,7,224,429
SKU0234,WH03,7,51,97
SKU0235,WH03,7,270,518
SKU0236,WH03,5,59,124
SKU0237,WH03,5,33,70
SKU0238,WH03,7,69,132
SKU0239,WH03,10,12,21
SKU0240,WH03,10,114,196
SKU0241,WH03,14,137,217
SKU0242,WH03,5,177,371
SKU0243,WH03,7,19,36
SKU0244,WH03,14,455,718
SKU0245,WH03,10,264,458
SKU0246,WH03,7,312,597
SKU0247,WH03,7,97,185
SKU0248,WH03,3,168,398
SKU0249,WH03,10,34,59
SKU0250,WH03,7,192,368
SKU0251,WH03,7,51,97
SKU0252,WH03,7,23,44
SKU0253,WH03,7,37,71
SKU0254,WH03,5,85,178
SKU0255,WH03,10,61,105
SKU0256,WH03,7,142,272
SKU0257,WH03,3,14,32
SKU0258,WH03,7,15,29
SKU0259,WH03,14,550,867
SKU0260,WH03,7,228,436
SKU0261,WH03,7,40,76
SKU0262,WH03,7,101,193
SKU0263,WH03,10,316,547
SKU0264,WH03,10,184,319
SKU0265,WH03,10,145,250
SKU0266,WH03,5,226,473
SKU0267,WH03,14,83,131
SKU0268,WH03,14,165,260
SKU0269,WH03,7,100,191
SKU0270,WH03,7,79,152
SKU0271,WH03,5,60,125
SKU0272,WH03,7,108,207
SKU0273,WH03,5,87,183
SKU0274,WH03,3,27,63
SKU0275,WH03,14,329,519
SKU0276,WH03,5,35,74
SKU0277,WH03,7,83,159
SKU0278,WH03,7,78,149
SKU0279,WH03,7,140,267
SKU0280,WH03,7,15,29
SKU0281,WH03,7,225,431
SKU0282,WH03,7,55,106
SKU0283,WH03,14,479,756
SKU0284,WH03,7,66,126
SKU0285,WH03,14,153,242
SKU0286,WH03,10,706,1224
SKU0287,WH03,7,79,151
SKU0288,WH03,5,257,539
SKU0289,WH03,3,70,166
SKU0290,WH03,10,184,318
SKU0291,WH03,7,108,206
SKU0292,WH03,7,217,415
SKU0293,WH03,10,69,118
SKU0294,WH03,7,42,80
SKU0295,WH03,10,71,123
SKU0296,WH03,7,111,212
SKU0297,WH03,14,131,207
SKU0298,WH03,5,160,335
SKU0299,WH03,5,272,572
SKU0300,WH03,10,53,91
SKU0301,WH03,5,44,92
SKU0302,WH03,14,44,70
SKU0303,WH03,10,784,1359
SKU0304,WH03,5,111,233
SKU0305,WH03,5,130,272
SKU0306,WH03,14,48,76
SKU0307,WH03,7,101,194
SKU0308,WH03,10,200,346
SKU0309,WH03,5,67,141
SKU0310,WH03,14,421,664
SKU0311,WH03,7,808,1549
SKU0312,WH03,10,54,94
SKU0313,WH03,7,41,78
SKU0314,WH03,3,31,73
SKU0315,WH03,14,678,1070
SKU0316,WH03,14,408,645
SKU0317,WH03,7,90,172
SKU0318,WH03,14,331,261
SKU0319,WH03,5,41,85
SKU0320,WH03,5,188,394
SKU0321,WH03,3,48,114
SKU0322,WH03,7,80,153
SKU0323,WH03,3,117,277
SKU0324,WH03,7,86,164
SKU0325,WH03,5,69,143
SKU0326,WH03,10,128,221
SKU0327,WH03,10,258,447
SKU0328,WH03,10,555,962
SKU0329,WH03,5,143,299
SKU0330,WH03,10,260,451
SKU0331,WH03,5,71,148
SKU0332,WH03,10,67,116
SKU0333,WH03,7,182,349
SKU0334,WH03,7,118,226
SKU0335,WH03,5,24,50
SKU0336,WH03,10,94,163
SKU0337,WH03,14,149,234
SKU0338,WH03,10,80,139
SKU0339,WH03,14,606,957
SKU0340,WH03,14,246,389
SKU0341,WH03,5,290,608
SKU0342,WH03,10,160,277
SKU0343,WH03,7,109,208
SKU0344,WH03,7,44,84
SKU0345,WH03,5,85,179
SKU0346,WH03,14,162,256
SKU0347,WH03,10,37,64
SKU0348,WH03,5,52,109
SKU0349,WH03,7,76,145
SKU0350,WH03,7,147,281
SKU0351,WH03,10,191,331
SKU0352,WH03,14,95,150
SKU0353,WH03,7,154,295
SKU0354,WH03,7,86,165
SKU0355,WH03,7,8,15
SKU0356,WH03,7,66,125
SKU0357,WH03,7,267,511
SKU0358,WH03,5,19,39
SKU0359,WH03,5,94,196
SKU0360,WH03,7,420,805
SKU0361,WH03,14,81,128
SKU0362,WH03,7,102,194
SKU0363,WH03,5,26,55
SKU0364,WH03,10,546,946
SKU0365,WH03,14,149,234
SKU0366,WH03,7,106,202
SKU0367,WH03,3,228,541
SKU0368,WH03,10,229,397
SKU0369,WH03,7,46,88
SKU0370,WH03,10,71,123
SKU0371,WH03,5,132,276
SKU0372,WH03,3,39,92
SKU0373,WH03,7,15,29
SKU0374,WH03,10,121,209
SKU0375,WH03,7,27,52
SKU0376,WH03,5,360,756
SKU0377,WH03,7,119,227
SKU0378,WH03,10,56,97
SKU0379,WH03,5,45,95
SKU0380,WH03,10,24,40
SKU0381,WH03,10,47,82
SKU0382,WH03,7,252,483
SKU0383,WH03,14,1190,1879
SKU0384,WH03,10,243,421
SKU0385,WH03,7,93,178
SKU0386,WH03,3,46,109
SKU0387,WH03,7,43,82
SKU0388,WH03,5,537,1127
SKU0389,WH03,7,86,164
SKU0390,WH03,14,1072,1693
SKU0391,WH03,10,442,766
SKU0392,WH03,7,22,41
SKU0393,WH03,7,56,107
SKU0394,WH03,3,37,88
SKU0395,WH03,7,94,180
SKU0396,WH03,3,64,152
SKU0397,WH03,14,2368,3739
SKU0398,WH03,10,48,83
SKU0399,WH03,5,104,217
SKU0400,WH03,10,220,381
SKU0401,WH03,7,101,193
SKU0402,WH03,10,140,242
SKU0403,WH03,7,40,76
SKU0404,WH03,5,93,195
SKU0405,WH03,7,160,307
SKU0406,WH03,5,113,237
SKU0407,WH03,7,169,323
SKU0408,WH03,5,300,630
SKU0409,WH03,10,293,508
SKU0410,WH03,10,135,233
SKU0411,WH03,5,30,62
SKU0412,WH03,7,59,113
SKU0413,WH03,10,104,180
SKU0414,WH03,5,106,222
SKU0415,WH03,7,66,126
SKU0416,WH03,10,55,95
SKU0417,WH03,7,35,67
SKU0418,WH03,10,29,50
SKU0419,WH03,7,82,157
SKU0420,WH03,7,27,52
SKU0421,WH03,5,35,72
SKU0422,WH03,3,48,113
SKU0423,WH03,3,21,48
SKU0424,WH03,14,225,355
SKU0425,WH03,10,246,426
SKU0426,WH03,10,77,134
SKU0427,WH03,5,57,120
SKU0428,WH03,7,164,314
SKU0429,WH03,10,67,115
SKU0430,WH03,10,63,109
SKU0431,WH03,5,247,519
SKU0432,WH03,10,280,485
SKU0433,WH03,5,145,304
SKU0434,WH03,5,194,406
SKU0435,WH03,14,27,43
SKU0436,WH03,7,342,654
SKU0437,WH03,7,144,276
SKU0438,WH03,7,251,481
SKU0439,WH03,14,227,358
SKU0440,WH03,5,88,185
SKU0441,WH03,10,99,171
SKU0442,WH03,7,141,269
SKU0443,WH03,5,64,134
SKU0444,WH03,7,221,423
SKU0445,WH03,7,25,47
SKU0446,WH03,5,52,109
SKU0447,WH03,7,636,1218
SKU0448,WH03,7,58,111
SKU0449,WH03,7,82,156
SKU0450,WH03,10,57,99
SKU0451,WH03,10,171,296
SKU0452,WH03,7,52,100
SKU0453,WH03,7,86,164
SKU0454,WH03,7,217,415
SKU0455,WH03,7,54,104
SKU0456,WH03,5,171,359
SKU0457,WH03,7,212,406
SKU0458,WH03,5,218,457
SKU0459,WH03,7,115,220
SKU0460,WH03,14,2952,4661
SKU0461,WH03,7,261,500
SKU0462,WH03,7,136,259
SKU0463,WH03,7,46,88
SKU0464,WH03,10,116,201
SKU0465,WH03,7,365,698
SKU0466,WH03,7,470,901
SKU0467,WH03,10,477,827
SKU0468,WH03,3,137,324
SKU0469,WH03,7,33,63
SKU0470,WH03,7,157,300
SKU0471,WH03,10,42,72
SKU0472,WH03,14,42,67
SKU0473,WH03,10,157,271
SKU0474,WH03,7,162,310
SKU0475,WH03,5,190,398
SKU0476,WH03,7,158,303
SKU0477,WH03,10,204,353
SKU0478,WH03,14,66,104
SKU0479,WH03,10,115,199
SKU0480,WH03,5,22,46
SKU0481,WH03,10,21,37
SKU0482,WH03,10,246,426
SKU0483,WH03,10,64,111
SKU0484,WH03,10,277,480
SKU0485,WH03,7,274,525
SKU0486,WH03,7,58,111
SKU0487,WH03,5,143,301
SKU0488,WH03,5,47,98
SKU0489,WH03,10,24,42
SKU0490,WH03,14,179,282
SKU0491,WH03,10,83,144
SKU0492,WH03,7,68,131
SKU0493,WH03,5,498,1045
SKU0494,WH03,5,22,45
SKU0495,WH03,10,178,309
SKU0496,WH03,10,52,90
SKU0497,WH03,14,362,571
SKU0498,WH03,7,132,253
SKU0499,WH03,7,142,272
SKU0500,WH03,10,54,94
SKU0501,WH03,5,43,89
SKU0502,WH03,14,368,581
SKU0503,WH03,7,497,952
SKU0504,WH03,3,104,246
SKU0505,WH03,3,30,72
SKU0506,WH03,10,172,297
SKU0507,WH03,7,897,1718
SKU0508,WH03,10,139,240
SKU0509,WH03,10,470,815
SKU0510,WH03,7,52,100
SKU0511,WH03,10,122,211
SKU0512,WH03,14,279,441
SKU0513,WH03,5,121,253
SKU0514,WH03,10,64,110
SKU0515,WH03,7,49,94
SKU0516,WH03,7,246,471
SKU0517,WH03,7,295,565
SKU0518,WH03,10,492,853
SKU0519,WH03,3,341,810
SKU0520,WH03,7,114,219
SKU0521,WH03,10,96,166
SKU0522,WH03,5,284,596
SKU0523,WH03,10,240,416
SKU0524,WH03,14,66,105
SKU0525,WH03,5,34,70
SKU0526,WH03,5,131,275
SKU0527,WH03,14,137,215
SKU0528,WH03,5,83,173
SKU0529,WH03,3,177,420
SKU0530,WH03,14,317,500
SKU0531,WH03,10,418,724
SKU0532,WH03,10,23,39
SKU0533,WH03,7,127,243
SKU0534,WH03,14,299,472
SKU0535,WH03,10,32,56
SKU0536,WH03,10,70,122
SKU0537,WH03,10,60,103
SKU0538,WH03,10,129,223
SKU0539,WH03,7,437,837
SKU0540,WH03,7,623,1194
SKU0541,WH03,7,49,93
SKU0542,WH03,7,162,311
SKU0543,WH03,7,167,320
SKU0544,WH03,7,143,274
SKU0545,WH03,10,181,313
SKU0546,WH03,7,133,255
SKU0547,WH03,3,308,730
SKU0548,WH03,5,227,476
SKU0549,WH03,5,33,68
SKU0550,WH03,10,258,448
SKU0551,WH03,7,226,432
SKU0552,WH03,5,112,235
SKU0553,WH03,10,349,605
SKU0554,WH03,3,80,190
SKU0555,WH03,5,101,212
SKU0556,WH03,10,141,244
SKU0557,WH03,7,17,32
SKU0558,WH03,10,118,204
SKU0559,WH03,10,70,120
SKU0560,WH03,14,55,87
SKU0561,WH03,3,245,581
SKU0562,WH03,10,199,344
SKU0563,WH03,10,123,213
SKU0564,WH03,5,51,107
SKU0565,WH03,14,209,330
SKU0566,WH03,7,247,472
SKU0567,WH03,10,60,104
SKU0568,WH03,7,101,193
SKU0569,WH03,7,221,423
SKU0570,WH03,5,15,31
SKU0571,WH03,14,152,240
SKU0572,WH03,7,69,132
SKU0573,WH03,3,60,142
SKU0574,WH03,3,43,102
SKU0575,WH03,10,143,248
SKU0576,WH03,5,475,997
SKU0577,WH03,7,76,145
SKU0578,WH03,10,164,285
SKU0579,WH03,5,506,1063
SKU0580,WH03,7,62,118
SKU0581,WH03,5,431,904
SKU0582,WH03,14,161,254
SKU0583,WH03,10,627,1087
SKU0584,WH03,5,166,347
SKU0585,WH03,7,133,255
SKU0586,WH03,7,96,183
SKU0587,WH03,14,92,144
SKU0588,WH03,7,108,207
SKU0589,WH03,7,227,434
SKU0590,WH03,14,158,250
SKU0591,WH03,5,64,133
SKU0592,WH03,7,81,155
SKU0593,WH03,5,206,432
SKU0594,WH03,7,304,583
SKU0595,WH03,7,56,107
SKU0596,WH03,14,88,139
SKU0597,WH03,7,142,272
SKU0598,WH03,5,333,698
SKU0599,WH03,10,354,613
SKU0600,WH03,10,41,71
SKU0601,WH03,10,100,173
SKU0602,WH03,10,55,95
SKU0603,WH03,5,67,139
SKU0604,WH03,7,428,819
SKU0605,WH03,3,19,45
